typification	typificationLabel
Q71938	urn:catalog:MO:Tropicos:103144118: holotype of Andropogon miamiensis E.L.Bridges & Orzell
Q71939	urn:catalog:MO:Tropicos:103144119: isotype of Andropogon miamiensis E.L.Bridges & Orzell
Q71940	urn:catalog:MO:Tropicos:103144120: isotype of Andropogon miamiensis E.L.Bridges & Orzell
Q71941	urn:catalog:MO:Tropicos:103144121: isotype of Andropogon miamiensis E.L.Bridges & Orzell
Q71942	urn:catalog:MO:Tropicos:103144122: isotype of Andropogon miamiensis E.L.Bridges & Orzell
Q71943	urn:catalog:MO:Tropicos:103144123: isotype of Andropogon miamiensis E.L.Bridges & Orzell
Q71944	urn:catalog:MO:Tropicos:103144871: isotype of Agalinis manglaris Franc.Gut. & Cast.-Campos
Q71945	urn:catalog:MO:Tropicos:103144872: isotype of Agalinis manglaris Franc.Gut. & Cast.-Campos
Q71946	urn:catalog:MO:Tropicos:103144873: isotype of Agalinis manglaris Franc.Gut. & Cast.-Campos
Q71947	urn:catalog:MO:Tropicos:103144874: holotype of Agalinis manglaris Franc.Gut. & Cast.-Campos
Q71948	urn:catalog:MO:Tropicos:103144875: isotype of Agalinis manglaris Franc.Gut. & Cast.-Campos
Q71949	urn:catalog:MO:Tropicos:103144876: isotype of Agalinis manglaris Franc.Gut. & Cast.-Campos
Q71950	urn:catalog:MO:Tropicos:103145063: isotype of Aidomene parvula Stopp
Q71951	urn:catalog:MO:Tropicos:103145064: isotype of Aidomene parvula Stopp
Q71952	urn:catalog:MO:Tropicos:103145426: isotype of Antiphytum geoffreyi N.Mend. & Flores Olv.
Q71953	urn:catalog:MO:Tropicos:103145427: isotype of Antiphytum geoffreyi N.Mend. & Flores Olv.
Q71954	urn:catalog:MO:Tropicos:103145428: isotype of Antiphytum geoffreyi N.Mend. & Flores Olv.
Q71955	urn:catalog:MO:Tropicos:103145429: holotype of Antiphytum geoffreyi N.Mend. & Flores Olv.
Q71956	urn:catalog:MO:Tropicos:103145436: isotype of Bauhinia proboscidea P.Juárez, Rod.Flores & M.A.Blanco
Q71957	urn:catalog:MO:Tropicos:103145437: isotype of Bauhinia proboscidea P.Juárez, Rod.Flores & M.A.Blanco
Q71958	urn:catalog:MO:Tropicos:103145541: isotype of Aiouea ampullacea Lorea-Hern.
Q71959	urn:catalog:MO:Tropicos:103145797: isotype of Aiouea pseudoglaziovii Lorea-Hern.
Q71960	urn:catalog:MO:Tropicos:103145798: isotype of Aiouea pseudoglaziovii Lorea-Hern.
Q71961	urn:catalog:MO:Tropicos:103145799: isotype of Aiouea pseudoglaziovii Lorea-Hern.
Q71962	urn:catalog:MO:Tropicos:103145800: isotype of Aiouea pseudoglaziovii Lorea-Hern.
Q71963	urn:catalog:MO:Tropicos:103145801: holotype of Aiouea pseudoglaziovii Lorea-Hern.
Q71964	urn:catalog:MO:Tropicos:103146037: isotype of Astragalus pilosior Spellenb. & E.W.Anderson
Q71965	urn:catalog:MO:Tropicos:103146038: isotype of Astragalus pilosior Spellenb. & E.W.Anderson
Q71966	urn:catalog:MO:Tropicos:103151635: isotype of Androlepis najarroi Ram.-Díaz & I.Ramírez
Q71967	urn:catalog:MO:Tropicos:103153971: isotype of Agave lexii García-Mor., J.García-Jim. & Iamonico
Q71968	urn:catalog:MO:Tropicos:103153972: holotype of Agave lexii García-Mor., J.García-Jim. & Iamonico
Q71969	urn:catalog:MO:Tropicos:103153973: isotype of Agave lexii García-Mor., J.García-Jim. & Iamonico
Q71970	urn:catalog:MO:Tropicos:103153974: isotype of Agave lexii García-Mor., J.García-Jim. & Iamonico
Q71971	urn:catalog:MO:Tropicos:103154675: isotype of Abarema gallorum Barneby & J.W.Grimes
Q71972	urn:catalog:MO:Tropicos:103154934: isotype of Abarema microcalyx var. enterolobioides Barneby & J.W.Grimes
Q71973	urn:catalog:MO:Tropicos:103159356: holotype of Abarema josephi Barneby & J.W.Grimes
Q71974	urn:catalog:MO:Tropicos:103160004: holotype of Anthurium sagrilloanum Theófilo & T.F.Sagrillo
Q71975	urn:catalog:MO:Tropicos:103160005: isotype of Anthurium sagrilloanum Theófilo & T.F.Sagrillo
Q71976	urn:catalog:MO:Tropicos:103160196: holotype of Acalypha isaloensis I.Montero & Cardiel
Q71977	urn:catalog:MO:Tropicos:103160438: isotype of Anthurium bustamanteae Croat, E.Freire, Bleiweiss & Sorn.Mol.
Q71978	urn:catalog:MO:Tropicos:103160439: isotype of Anthurium bustamanteae Croat, E.Freire, Bleiweiss & Sorn.Mol.
Q71979	urn:catalog:MO:Tropicos:103160440: isotype of Anthurium bustamanteae Croat, E.Freire, Bleiweiss & Sorn.Mol.
Q71980	urn:catalog:MO:Tropicos:103160441: isotype of Anthurium bustamanteae Croat, E.Freire, Bleiweiss & Sorn.Mol.
Q71981	urn:catalog:MO:Tropicos:103160442: isotype of Anthurium bustamanteae Croat, E.Freire, Bleiweiss & Sorn.Mol.
Q71982	urn:catalog:MO:Tropicos:103160443: isotype of Anthurium bustamanteae Croat, E.Freire, Bleiweiss & Sorn.Mol.
Q71983	urn:catalog:MO:Tropicos:103160444: isotype of Anthurium bustamanteae Croat, E.Freire, Bleiweiss & Sorn.Mol.
Q71984	urn:catalog:MO:Tropicos:103160445: isotype of Anthurium bustamanteae Croat, E.Freire, Bleiweiss & Sorn.Mol.
Q71985	urn:catalog:MO:Tropicos:103161318: holotype of Ballota byblensis Semaan & R.M.Haber
Q71986	urn:catalog:MO:Tropicos:103163001: isotype of Araeococcus lageniformis R.A.Pontes & Versieux
Q71987	urn:catalog:MO:Tropicos:103164042: isotype of Adenocalymma calcareum Udulutsch & P.Dias
Q71988	urn:catalog:MO:Tropicos:103164043: isotype of Adenocalymma calcareum Udulutsch & P.Dias
Q71989	urn:catalog:MO:Tropicos:103164087: holotype of Adenocalymma cauliflorum L.H.Fonseca & L.G.Lohmann
Q71990	urn:catalog:MO:Tropicos:103164088: isotype of Adenocalymma cauliflorum L.H.Fonseca & L.G.Lohmann
Q71991	urn:catalog:MO:Tropicos:103164089: isotype of Adenocalymma cauliflorum L.H.Fonseca & L.G.Lohmann
Q71992	urn:catalog:MO:Tropicos:103164128: holotype of Adenocalymma gibbosum Udulutsch & Assis
Q71993	urn:catalog:MO:Tropicos:103165221: isotype of Bernardia allemii J.F.Carrión
Q71994	urn:catalog:MO:Tropicos:103165222: holotype of Bernardia allemii J.F.Carrión
Q71995	urn:catalog:MO:Tropicos:103165845: isotype of Aeschynomene chicocesariana D.B.O.S.Cardoso & G.Ramos
Q71996	urn:catalog:MO:Tropicos:103165846: isotype of Aeschynomene chicocesariana D.B.O.S.Cardoso & G.Ramos
Q71997	urn:catalog:MO:Tropicos:103165847: isotype of Aeschynomene chicocesariana D.B.O.S.Cardoso & G.Ramos
Q71998	urn:catalog:MO:Tropicos:103165848: isotype of Aeschynomene chicocesariana D.B.O.S.Cardoso & G.Ramos
Q71999	urn:catalog:MO:Tropicos:103165849: isotype of Aeschynomene chicocesariana D.B.O.S.Cardoso & G.Ramos
Q72000	urn:catalog:MO:Tropicos:103165850: holotype of Aeschynomene chicocesariana D.B.O.S.Cardoso & G.Ramos
Q72001	urn:catalog:MO:Tropicos:103170267: isotype of Alcantarea pataxoana Versieux
Q72002	urn:catalog:MO:Tropicos:103170289: lectotype of Aster haydenii Porter
Q72003	urn:catalog:MO:Tropicos:103188927: isotype of Begonia speculum Moonlight & Tebbitt
Q72004	urn:catalog:MO:Tropicos:103188929: isotype of Begonia amoeboides Moonlight
Q72005	urn:catalog:MO:Tropicos:103188985: isotype of Begonia elachista Moonlight & Tebbitt
Q72006	urn:catalog:MO:Tropicos:103190945: holotype of Begonia rubriflora L.Kollmann
Q72007	urn:catalog:MO:Tropicos:103207823: isotype of Besleria azulensis R.Rojas
Q72008	urn:catalog:MO:Tropicos:103207824: isotype of Besleria azulensis R.Rojas
Q72009	urn:catalog:MO:Tropicos:103207825: holotype of Besleria azulensis R.Rojas
Q72010	urn:catalog:MO:Tropicos:103207826: isotype of Besleria vanderwerffii R.Rojas
Q72011	urn:catalog:MO:Tropicos:103207827: isotype of Besleria vanderwerffii R.Rojas
Q72012	urn:catalog:MO:Tropicos:103207828: holotype of Besleria vanderwerffii R.Rojas
Q72013	urn:catalog:MO:Tropicos:103172157: lectotype of Acalypha gracilens A.Gray
Q72014	urn:catalog:MO:Tropicos:103175188: holotype of Anteremanthus piranii Roque & F.A.Santana
Q72015	urn:catalog:MO:Tropicos:103180274: isotype of Blakea attenboroughii Penneys
Q72016	urn:catalog:MO:Tropicos:103180275: isotype of Blakea attenboroughii Penneys
Q72017	urn:catalog:MO:Tropicos:103180276: isotype of Blakea attenboroughii Penneys
Q72018	urn:catalog:MO:Tropicos:103180328: holotype of Amauropelta lanceolata A.R.Sm.
Q72019	urn:catalog:MO:Tropicos:103183024: isotype of Anthurium tacotalpense Diaz Jim. & Pérez-Farr.
Q72020	urn:catalog:MO:Tropicos:103183025: isotype of Anthurium tacotalpense Diaz Jim. & Pérez-Farr.
Q72021	urn:catalog:MO:Tropicos:103185618: lectotype of Attalea exigua Drude
Q72022	urn:catalog:MO:Tropicos:103188923: holotype of Artemisia nepalica Yonek.
Q72023	urn:catalog:MO:Tropicos:103209775: holotype of Arachis inflata Seijo, Atahuachi, C.E.Simpson & Krapov.
Q72024	urn:catalog:MO:Tropicos:103220613: holotype of Berberis yarigongensis Harber
Q72025	urn:catalog:MO:Tropicos:103220614: isotype of Berberis yarigongensis Harber
Q72026	urn:catalog:MO:Tropicos:103220615: isotype of Berberis yarigongensis Harber
Q72027	urn:catalog:MO:Tropicos:103220616: isotype of Berberis yarigongensis Harber
Q72028	urn:catalog:MO:Tropicos:103220682: holotype of Asplenium rabarivolae Viane
Q72029	urn:catalog:MO:Tropicos:103226287: lectotype of Agonandra brasiliensis Benth. & Hook.f.
Q72030	urn:catalog:MO:Tropicos:103258224: holotype of Alfaroa costaricensis subsp. septentrionalis D.E.Stone
Q72031	urn:catalog:MO:Tropicos:103260382: holotype of Axonopus piccae Gir.-Cañas
Q72032	urn:catalog:MO:Tropicos:103265888: isotype of Arthrostylidium judziewiczii Davidse
Q72033	urn:catalog:MO:Tropicos:103265889: isotype of Arthrostylidium judziewiczii Davidse
Q72034	urn:catalog:MO:Tropicos:103265890: isotype of Arthrostylidium judziewiczii Davidse
Q72035	urn:catalog:MO:Tropicos:103265891: isotype of Arthrostylidium judziewiczii Davidse
Q72036	urn:catalog:MO:Tropicos:103265892: isotype of Arthrostylidium judziewiczii Davidse
Q72037	urn:catalog:MO:Tropicos:103265893: isotype of Arthrostylidium judziewiczii Davidse
Q72038	urn:catalog:MO:Tropicos:103265894: isotype of Arthrostylidium merostachyoides R.W.Pohl
Q72039	urn:catalog:MO:Tropicos:103265895: isotype of Arthrostylidium merostachyoides R.W.Pohl
Q72040	urn:catalog:MO:Tropicos:103265896: isotype of Arthrostylidium merostachyoides R.W.Pohl
Q72041	urn:catalog:MO:Tropicos:103266456: isotype of Arberella grayumii Davidse
Q72042	urn:catalog:MO:Tropicos:103279237: isotype of Allium incomptum Kierstead & Lindstrand
Q72043	urn:catalog:MO:Tropicos:103279241: holotype of Allium incomptum Kierstead & Lindstrand
Q72044	urn:catalog:MO:Tropicos:103279243: isotype of Allium incomptum Kierstead & Lindstrand
Q72045	urn:catalog:MO:Tropicos:103279244: isotype of Allium incomptum Kierstead & Lindstrand
Q72046	urn:catalog:MO:Tropicos:103279245: isotype of Allium incomptum Kierstead & Lindstrand
Q72047	urn:catalog:MO:Tropicos:103279246: isotype of Allium incomptum Kierstead & Lindstrand
Q72048	urn:catalog:MO:Tropicos:103279247: isotype of Allium incomptum Kierstead & Lindstrand
Q72049	urn:catalog:MO:Tropicos:103279249: isotype of Allium incomptum Kierstead & Lindstrand
Q72050	urn:catalog:MO:Tropicos:103279253: isotype of Allium incomptum Kierstead & Lindstrand
Q72051	urn:catalog:MO:Tropicos:103279260: isotype of Allium incomptum Kierstead & Lindstrand
Q72052	urn:catalog:MO:Tropicos:103305339: isotype of Acropogon mesophilus Munzinger & Gâteblé
Q72053	urn:catalog:MO:Tropicos:103317237: holotype of Aristida stipoides Lam.
Q72054	urn:catalog:MO:Tropicos:1033212: isotype of Adenocalymma saulense A.H.Gentry
Q72055	urn:catalog:MO:Tropicos:103326025: isotype of Aristida beyrichiana Trin. & Rupr.
Q72056	urn:catalog:MO:Tropicos:103335036: holotype of Benna alternifolia Burgt & Ver.-Lib.
Q72057	urn:catalog:MO:Tropicos:103335037: isotype of Benna alternifolia Burgt & Ver.-Lib.
Q72058	urn:catalog:MO:Tropicos:103335038: isotype of Benna alternifolia Burgt & Ver.-Lib.
Q72059	urn:catalog:MO:Tropicos:103335040: isotype of Benna alternifolia Burgt & Ver.-Lib.
Q72060	urn:catalog:MO:Tropicos:103335041: isotype of Benna alternifolia Burgt & Ver.-Lib.
Q72061	urn:catalog:MO:Tropicos:103335465: holotype of Aframomum kamerunicum D.J.Harris & Wortley
Q72062	urn:catalog:MO:Tropicos:103335466: isotype of Aframomum kamerunicum D.J.Harris & Wortley
Q72063	urn:catalog:MO:Tropicos:103335467: isotype of Aframomum kamerunicum D.J.Harris & Wortley
Q72064	urn:catalog:MO:Tropicos:103335980: holotype of Aframomum kodmin D.J.Harris & Wortley
Q72065	urn:catalog:MO:Tropicos:103335981: isotype of Aframomum kodmin D.J.Harris & Wortley
Q72066	urn:catalog:MO:Tropicos:103335982: isotype of Aframomum kodmin D.J.Harris & Wortley
Q72067	urn:catalog:MO:Tropicos:103335989: holotype of Aframomum lutarium D.J.Harris & Wortley
Q72068	urn:catalog:MO:Tropicos:103336033: holotype of Aframomum plicatum D.J.Harris & Wortley
Q72069	urn:catalog:MO:Tropicos:103336034: isotype of Aframomum plicatum D.J.Harris & Wortley
Q72070	urn:catalog:MO:Tropicos:103336035: isotype of Aframomum plicatum D.J.Harris & Wortley
Q72071	urn:catalog:MO:Tropicos:103336064: holotype of Aframomum scalare D.J.Harris & Wortley
Q72072	urn:catalog:MO:Tropicos:103336076: holotype of Aframomum submontanum D.J.Harris & Wortley
Q72073	urn:catalog:MO:Tropicos:103336086: holotype of Aframomum tchoutoui D.J.Harris & Wortley
Q72074	urn:catalog:MO:Tropicos:103336088: isotype of Aframomum tchoutoui D.J.Harris & Wortley
Q72075	urn:catalog:MO:Tropicos:103336089: isotype of Aframomum tchoutoui D.J.Harris & Wortley
Q72076	urn:catalog:MO:Tropicos:103336271: isotype of Amyris carterae Rebman & F.Chiang
Q72077	urn:catalog:MO:Tropicos:103363050: holotype of Begonia gregaria Scherber. & Bard.-Vauc.
Q72078	urn:catalog:MO:Tropicos:103363051: isotype of Begonia gregaria Scherber. & Bard.-Vauc.
Q72079	urn:catalog:MO:Tropicos:103443238: isotype of Anthurium paloraense Croat
Q72080	urn:catalog:MO:Tropicos:103525101: holotype of Aquilegia synakensis Shaulo & Erst
Q72081	urn:catalog:MO:Tropicos:103525102: isotype of Aquilegia synakensis Shaulo & Erst
Q72082	urn:catalog:MO:Tropicos:103525105: isotype of Aquilegia synakensis Shaulo & Erst
Q72083	urn:catalog:MO:Tropicos:103525170: holotype of Aquilegia aradanica Shaulo & Erst
Q72084	urn:catalog:MO:Tropicos:103525172: isotype of Aquilegia aradanica Shaulo & Erst
Q72085	urn:catalog:MO:Tropicos:103525173: isotype of Aquilegia aradanica Shaulo & Erst
Q72086	urn:catalog:MO:Tropicos:103525174: isotype of Aquilegia aradanica Shaulo & Erst
Q72087	urn:catalog:MO:Tropicos:103525175: isotype of Aquilegia aradanica Shaulo & Erst
Q72088	urn:catalog:MO:Tropicos:103526966: isotype of Axinaea luteynii E.Cotton
Q72089	urn:catalog:MO:Tropicos:103364779: isotype of Amphidasya elegans C.M.Taylor
Q72090	urn:catalog:MO:Tropicos:103392439: isotype of Aspidoglossum albocoronatum Bester & Nicholas
Q72091	urn:catalog:MO:Tropicos:103400201: holotype of Asplenium cremersii Viane
Q72092	urn:catalog:MO:Tropicos:103400210: holotype of Asplenium decaryanum Viane
Q72093	urn:catalog:MO:Tropicos:103400218: holotype of Asplenium pseudostuhlmannii Viane
Q72094	urn:catalog:MO:Tropicos:103400906: holotype of Asplenium quarciticola Viane
Q72095	urn:catalog:MO:Tropicos:103400908: holotype of Asplenium itremoense Viane
Q72096	urn:catalog:MO:Tropicos:103408366: holotype of Berberis humidoumbrosa var. dispersa Ahrendt
Q72097	urn:catalog:MO:Tropicos:103441911: isotype of Berberis exigua Harber
Q72098	urn:catalog:MO:Tropicos:103443236: isotype of Anthurium paloraense Croat
Q72099	urn:catalog:MO:Tropicos:103526968: isotype of Axinaea luteynii E.Cotton
Q72100	urn:catalog:MO:Tropicos:103526970: isotype of Axinaea luteynii E.Cotton
Q72101	urn:catalog:MO:Tropicos:103527209: isotype of Bactris herrerana Cascante
Q72102	urn:catalog:MO:Tropicos:103532651: holotype of Andropogon durifolius Renvoize
Q72103	urn:catalog:MO:Tropicos:103534721: lectotype of Arthropogon xerachne Ekman
Q72104	urn:catalog:MO:Tropicos:103534839: isotype of Altoparadisium chapadense Filg., Davidse, Zuloaga & Morrone
Q72105	urn:catalog:MO:Tropicos:103534848: holotype of Altoparadisium chapadense Filg., Davidse, Zuloaga & Morrone
Q72106	urn:catalog:MO:Tropicos:103534849: isotype of Altoparadisium chapadense Filg., Davidse, Zuloaga & Morrone
Q72107	urn:catalog:MO:Tropicos:103534850: isotype of Altoparadisium chapadense Filg., Davidse, Zuloaga & Morrone
Q72108	urn:catalog:MO:Tropicos:103534851: isotype of Altoparadisium chapadense Filg., Davidse, Zuloaga & Morrone
Q72109	urn:catalog:MO:Tropicos:103534852: isotype of Altoparadisium chapadense Filg., Davidse, Zuloaga & Morrone
Q72110	urn:catalog:MO:Tropicos:103534853: isotype of Altoparadisium chapadense Filg., Davidse, Zuloaga & Morrone
Q72111	urn:catalog:MO:Tropicos:103538033: holotype of Adenostemma vargasii R.M.King & H.Rob.
Q72112	urn:catalog:MO:Tropicos:103563347: lectotype of Anthurium acutangulum Engl.
Q72113	urn:catalog:MO:Tropicos:103563387: lectotype of Anthurium acutifolium Engl.
Q72114	urn:catalog:MO:Tropicos:103563438: isotype of Anthurium acutifolium var. herrerae Croat
Q72115	urn:catalog:MO:Tropicos:103563439: isotype of Anthurium acutifolium var. herrerae Croat
Q72116	urn:catalog:MO:Tropicos:103563583: isotype of Anthurium alfaroi Croat
Q72117	urn:catalog:MO:Tropicos:103563969: isotype of Anthurium altaverapazense Croat & Hormell
Q72118	urn:catalog:MO:Tropicos:103563994: isotype of Anthurium archilae Croat
Q72119	urn:catalog:MO:Tropicos:103564973: isotype of Anthurium alturaense Croat
Q72120	urn:catalog:MO:Tropicos:103565173: isotype of Anthurium angelamorae Croat
Q72121	urn:catalog:MO:Tropicos:103565245: holotype of Anthurium annularum O.Ortiz, Croat & Baldini
Q72122	urn:catalog:MO:Tropicos:103566263: holotype of Anthurium bajobonitense O.Ortiz & Croat
Q72123	urn:catalog:MO:Tropicos:103566333: holotype of Anthurium batistae Croat, O.Ortiz & Baldini
Q72124	urn:catalog:MO:Tropicos:103566344: isotype of Anthurium belenense Croat & O.Ortiz
Q72125	urn:catalog:MO:Tropicos:103566452: isotype of Anthurium bergii Croat
Q72126	urn:catalog:MO:Tropicos:103566453: isotype of Anthurium bergii Croat
Q72127	urn:catalog:MO:Tropicos:103566454: isotype of Anthurium bergii Croat
Q72128	urn:catalog:MO:Tropicos:103566456: isotype of Anthurium bergii Croat
Q72129	urn:catalog:MO:Tropicos:103566586: isotype of Anthurium botijaense Croat
Q72130	urn:catalog:MO:Tropicos:103566624: isotype of Anthurium fredmulleri Vannini & Croat
Q72131	urn:catalog:MO:Tropicos:103566625: isotype of Anthurium fredmulleri Vannini & Croat
Q72132	urn:catalog:MO:Tropicos:103566626: isotype of Anthurium fredmulleri Vannini & Croat
Q72133	urn:catalog:MO:Tropicos:103566628: isotype of Anthurium fredmulleri Vannini & Croat
Q72134	urn:catalog:MO:Tropicos:103569761: isotype of Anthurium castillomontii Croat, Vannini & Hormell
Q72135	urn:catalog:MO:Tropicos:103569762: isotype of Anthurium castillomontii Croat, Vannini & Hormell
Q72136	urn:catalog:MO:Tropicos:103569763: isotype of Anthurium castillomontii Croat, Vannini & Hormell
Q72137	urn:catalog:MO:Tropicos:103569764: isotype of Anthurium castillomontii Croat, Vannini & Hormell
Q72138	urn:catalog:MO:Tropicos:103570457: holotype of Anthurium christeliae Croat & O.Ortiz
Q72139	urn:catalog:MO:Tropicos:103570458: isotype of Anthurium christeliae Croat & O.Ortiz
Q72140	urn:catalog:MO:Tropicos:103570459: isotype of Anthurium christeliae Croat & O.Ortiz
Q72141	urn:catalog:MO:Tropicos:103570460: isotype of Anthurium christeliae Croat & O.Ortiz
Q72142	urn:catalog:MO:Tropicos:103570461: isotype of Anthurium christeliae Croat & O.Ortiz
Q72143	urn:catalog:MO:Tropicos:103570463: holotype of Anthurium chucantiense O.Ortiz, Croat & Baldini
Q72144	urn:catalog:MO:Tropicos:103570464: isotype of Anthurium chucantiense O.Ortiz, Croat & Baldini
Q72145	urn:catalog:MO:Tropicos:103570465: isotype of Anthurium chucantiense O.Ortiz, Croat & Baldini
Q72146	urn:catalog:MO:Tropicos:103570466: isotype of Anthurium chucantiense O.Ortiz, Croat & Baldini
Q72147	urn:catalog:MO:Tropicos:103571361: holotype of Anthurium clewellii Croat & O.Ortiz
Q72148	urn:catalog:MO:Tropicos:103571362: isotype of Anthurium clewellii Croat & O.Ortiz
Q72149	urn:catalog:MO:Tropicos:103579245: isotype of Anthurium guanghuae Croat
Q72150	urn:catalog:MO:Tropicos:103579246: isotype of Anthurium guanghuae Croat
Q72151	urn:catalog:MO:Tropicos:103579247: isotype of Anthurium guanghuae Croat
Q72152	urn:catalog:MO:Tropicos:103579248: isotype of Anthurium guanghuae Croat
Q72153	urn:catalog:MO:Tropicos:103579249: isotype of Anthurium guanghuae Croat
Q72154	urn:catalog:MO:Tropicos:103579250: isotype of Anthurium guanghuae Croat
Q72155	urn:catalog:MO:Tropicos:103579251: isotype of Anthurium guanghuae Croat
Q72156	urn:catalog:MO:Tropicos:103579252: isotype of Anthurium guanghuae Croat
Q72157	urn:catalog:MO:Tropicos:103579253: isotype of Anthurium guanghuae Croat
Q72158	urn:catalog:MO:Tropicos:103579254: isotype of Anthurium guanghuae Croat
Q72159	urn:catalog:MO:Tropicos:103575530: isotype of Anthurium diabloense Vannini, Croat & Cast.Mont
Q72160	urn:catalog:MO:Tropicos:103575531: holotype of Anthurium diabloense Vannini, Croat & Cast.Mont
Q72161	urn:catalog:MO:Tropicos:103575532: isotype of Anthurium diabloense Vannini, Croat & Cast.Mont
Q72162	urn:catalog:MO:Tropicos:103577314: lectotype of Anthurium durandii Engl.
Q72163	urn:catalog:MO:Tropicos:103577687: holotype of Anthurium faustomirandae Pérez-Farr. & Croat
Q72164	urn:catalog:MO:Tropicos:103577702: lectotype of Anthurium fendleri Schott
Q72165	urn:catalog:MO:Tropicos:103577747: isotype of Anthurium floresii Croat & O.Ortiz
Q72166	urn:catalog:MO:Tropicos:103579237: isotype of Anthurium guadalupeae Croat & O.Ortiz
Q72167	urn:catalog:MO:Tropicos:103579243: isotype of Anthurium guanghuae Croat
Q72168	urn:catalog:MO:Tropicos:103579244: isotype of Anthurium guanghuae Croat
Q72169	urn:catalog:MO:Tropicos:103579255: isotype of Anthurium guanghuae Croat
Q72170	urn:catalog:MO:Tropicos:103579256: isotype of Anthurium guanghuae Croat
Q72171	urn:catalog:MO:Tropicos:103579258: isotype of Anthurium guanghuae Croat
Q72172	urn:catalog:MO:Tropicos:103579259: isotype of Anthurium guanghuae Croat
Q72173	urn:catalog:MO:Tropicos:103579261: isotype of Anthurium guanghuae Croat
Q72174	urn:catalog:MO:Tropicos:103579262: isotype of Anthurium guanghuae Croat
Q72175	urn:catalog:MO:Tropicos:103579263: isotype of Anthurium guanghuae Croat
Q72176	urn:catalog:MO:Tropicos:103579264: isotype of Anthurium guanghuae Croat
Q72177	urn:catalog:MO:Tropicos:103579265: isotype of Anthurium guanghuae Croat
Q72178	urn:catalog:MO:Tropicos:103579266: isotype of Anthurium guanghuae Croat
Q72179	urn:catalog:MO:Tropicos:103579331: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72180	urn:catalog:MO:Tropicos:103579332: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72181	urn:catalog:MO:Tropicos:103579334: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72182	urn:catalog:MO:Tropicos:103579335: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72183	urn:catalog:MO:Tropicos:103579337: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72184	urn:catalog:MO:Tropicos:103579338: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72185	urn:catalog:MO:Tropicos:103579339: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72186	urn:catalog:MO:Tropicos:103579341: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72187	urn:catalog:MO:Tropicos:103579342: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72188	urn:catalog:MO:Tropicos:103579343: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72189	urn:catalog:MO:Tropicos:103579317: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72190	urn:catalog:MO:Tropicos:103579318: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72191	urn:catalog:MO:Tropicos:103579319: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72192	urn:catalog:MO:Tropicos:103579320: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72193	urn:catalog:MO:Tropicos:103579321: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72194	urn:catalog:MO:Tropicos:103579322: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72195	urn:catalog:MO:Tropicos:103579323: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72196	urn:catalog:MO:Tropicos:103579325: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72197	urn:catalog:MO:Tropicos:103579329: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72198	urn:catalog:MO:Tropicos:103579330: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72199	urn:catalog:MO:Tropicos:103579344: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72200	urn:catalog:MO:Tropicos:103579345: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72201	urn:catalog:MO:Tropicos:103579346: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72202	urn:catalog:MO:Tropicos:103579347: isotype of Anthurium guatemalense Croat, Cast.Mont & Vannini
Q72203	urn:catalog:MO:Tropicos:103580255: isotype of Anthurium hartmanii Croat & O.Ortiz
Q72204	urn:catalog:MO:Tropicos:103580260: holotype of Anthurium hayanum O.Ortiz & M.Cedeño
Q72205	urn:catalog:MO:Tropicos:103582423: holotype of Anthurium incomptum Madison
Q72206	urn:catalog:MO:Tropicos:103584126: isotype of Anthurium ingramii Croat
Q72207	urn:catalog:MO:Tropicos:103584127: isotype of Anthurium ingramii Croat
Q72208	urn:catalog:MO:Tropicos:103585246: isotype of Anthurium intactum Croat & O.Ortiz
Q72209	urn:catalog:MO:Tropicos:103586312: isotype of Anthurium kunayalense Croat & Vannini
Q72210	urn:catalog:MO:Tropicos:103586313: isotype of Anthurium kunayalense Croat & Vannini
Q72211	urn:catalog:MO:Tropicos:103586314: isotype of Anthurium kunayalense Croat & Vannini
