occurrenceID	item	gbifID	eventDate	locality	recordedBy	uri	scientificName	col:institutionCode	countryCode
urn:catalog:MO:Tropicos:1361674	Q104925	1258581899	1941-09-01	Ocurahui, Sierra Surotato.	Howard S. Gentry	http://www.tropicos.org/Specimen/1361674	Styrax gentryi P.W.Fritsch	MO	MX
urn:catalog:MO:Tropicos:1361677	Q104937	1258581920	1936-06-28	Mpio. Muzquiz: Rancho Agua Dulce. Wooded canyon on the E slope of the Sierra de San Manuel.	F. Lyle Wynd;Cornelius H. Muller	http://www.tropicos.org/Specimen/1361677	Styrax platanifolius subsp. mollis P.W.Fritsch	MO	MX
urn:catalog:MO:Tropicos:1361678	Q104940	1258581910	1927-01-02	San Sebastian, Hacienda del Cura. Sierra Madre.	Ynés Mexia	http://www.tropicos.org/Specimen/1361678	Styrax radians P.W.Fritsch	MO	MX
urn:catalog:MO:Tropicos:1361680	Q104947	1258581922	1986-05-18	Mpio. Mecayapan; Las Tuxlas range. Very steep slopes adjacent to the sharp ridge ascending Volcan Santa Marta; upper slopes and ridges were burned 3 years ago; dominant oaks and Liquidambar may regenerate.	James LaFrankie	http://www.tropicos.org/Specimen/1361680	Styrax tuxtlensis P.W.Fritsch	MO	MX
urn:catalog:MO:Tropicos:1361853	Q78670	1258582067	1992-03-21	Approximately 18 km NW of Salo on road towards Atocha.	Paul M. Peterson;Carol R. Annable	http://www.tropicos.org/Specimen/1361853	Danthonia annableae P.M.Peterson & Rúgolo	LPB	BO
urn:catalog:MO:Tropicos:1361865	Q83359	1258582120	1993-09-07	Rancho El Roble, 19 km de El Derramadero por terracería a Monte de los García. Bosque abierto de Juniperus, Quercus, y Opuntia; con pastizal de Bouteloua, Muhlenbergia, Trisetum, Festuca, y Brachypodium	Manuel González L.;José D. García P.	http://www.tropicos.org/Specimen/1361865	Festuca roblensis Gonz.-Led.	MO	MX
urn:catalog:MO:Tropicos:1362057	Q96846	1258582337	1859-08	Nouvell Grenada, Bogotá Sabana	A. Lindig	http://www.tropicos.org/Specimen/1362057	Phalaris lindigii Baldini	MO	CO
urn:catalog:MO:Tropicos:1362065	Q106741	1258582356	1993-12-04	Mpio. Heliodoro Castillo, 62 km de Filo de Caballo por terracería a Puerto del Gallo (7 km adelante de El Jilguero).	Manuel González L.;C. Catalán H.	http://www.tropicos.org/Specimen/1362065	Triniochloa gracilis Gómez-Sánchez & Gonz.-Led.	MO	MX
urn:catalog:MO:Tropicos:1362256	Q79735	1258582523	1980-01-28	Bana (white sand area with low shrubby growth with open patches) 10 km NE of San Carlos de Rio Negro.	Ronald L. Liesner	http://www.tropicos.org/Specimen/1362256	Doliocarpus liesneri Aymard	MO	VE
urn:catalog:MO:Tropicos:1362320	Q97540	1258582579	1979-07-05	Along the Río Guanche.	Thomas M. Antonio	http://www.tropicos.org/Specimen/1362320	Pilea rostulata A.K.Monro	BM	PA
urn:catalog:MO:Tropicos:1362513	Q95919	1258582820	1925-04-19	Serra da Gramma; mossy rock, summit	Agnes Chase	http://www.tropicos.org/Specimen/1362513	Paspalum zuloagae Davidse & Filg.	MO	BR
urn:catalog:MO:Tropicos:1362522	Q97954	1258582841	1941-08-04	4 km W of Miquihua on limestone ridges in open pine forest	L.R. Stanford;K.L. Retherford;R.D. Northcraft	http://www.tropicos.org/Specimen/1362522	Piptochaetium avenacellum Barkworth	MO	MX
urn:catalog:MO:Tropicos:1362968	Q106799	1258583326	1948-12-15	San Francisco	Edgar Anderson	http://www.tropicos.org/Specimen/1362968	Tripsacum andersonii J.R.Gray	MO	HN
urn:catalog:MO:Tropicos:1363108	Q78992	1258583453	1989-10-18	Parque Nacional Tortuguero. Llanura de Tortuguero. Estación Cuatro Esquinas	José Solano	http://www.tropicos.org/Specimen/1363108	Desmoncus moorei A.J.Hend.	MO	CR
urn:catalog:MO:Tropicos:1363628	Q94866	1258584071	1929-03-07	Incachaca	José Steinbach	http://www.tropicos.org/Specimen/1363628	Otholobium diffidens J.W.Grimes	A	BO
urn:catalog:MO:Tropicos:1363664	Q105424	1258584138	1986-05-03	Mpio. Sta. María Chimalapa: Río Verde, 7 km en línea recta al NNE de Sta. María Chimalapa; selva alta perennifolia con dialium quianense, Sloanea meianthera, Tapirira, Terminalia, Calophyllum brasiliense, Sloanea tuerckheimii; con orientación norte y suelos profundos.	Patricia Vera Caletti;Thomas L. Wendt;Heriberto Hernández G.;Celain González L.	http://www.tropicos.org/Specimen/1363664	Tapirira chimalapana T.Wendt & J.D.Mitch.	MO	MX
urn:catalog:MO:Tropicos:1363732	Q77555	1258584078	1978-01	Near Aserradero El Copé, ca. 8 km N of El Copé	James P. Folsom	http://www.tropicos.org/Specimen/1363732	Crossoglossa elliptica Dressler	MO	PA
urn:catalog:MO:Tropicos:1363834	Q81298	1258584241	1981-03-20	Tarbaca, estación rastreadora, bosque de encinos, encinar abierto	Eric Hágsater;C. K. Horich;Robert L. Dressler;William R. Thurston;B. Thurston	http://www.tropicos.org/Specimen/1363834	Epidendrum lagenocolumna Hágsater & L.Sánchez	IBUG	CR
urn:catalog:MO:Tropicos:1363839	Q81332	1258584256	1990-10-12	Morelia. San Miguel del Monte, 8 km al SE do Morelia, por el camino que va de San Miguel de Monte a Ichaqueo.	Rolando Jiménez M.;Javier García-Cruz	http://www.tropicos.org/Specimen/1363839	Epidendrum lowilliamsii García-Cruz	MO	MX
urn:catalog:MO:Tropicos:1363857	Q84485	1258584302	1990-07-23	Without locality; cultivated by Alvin Embree of Altadena, California; plant was purchased from street vendor in Guatemala City. Embree accession number 003.	W. Mark Whitten;Alvin Embree	http://www.tropicos.org/Specimen/1363857	Gongora tridentata Whitten	K	GT
urn:catalog:MO:Tropicos:1363874	Q105601	1258584328	1938-06-28	Vicinity of Casita Alta, Volcán de Chiriquí	R. E. Woodson, Jr.;Paul H. Allen;Russell J. Seibert	http://www.tropicos.org/Specimen/1363874	Telipogon seibertii Dodson & R.Escobar	MO	PA
urn:catalog:MO:Tropicos:1363881	Q98447	1258584353	1978-01-13	Between 6-12 km north of El Llano on Cartí road.	Barry E. Hammel	http://www.tropicos.org/Specimen/1363881	Pleurothallis hammelii Luer	SEL	PA
urn:catalog:MO:Tropicos:1364066	Q95459	1258584600	1974-08-21	Lower Río Guanche	Robert L. Dressler	http://www.tropicos.org/Specimen/1364066	Palmorchis trinotata Dressler	PMA	PA
urn:catalog:MO:Tropicos:1364096	Q89094	1258584523	1989-07-25	Alrededores de la torre de microondas del cerro El Mozotalca. 300 m del km 22.3 del camino Buenos Aires-El Porvenis-Siltepec. Bosque nublado muy húmedo de Pinus pseudostrobus, Quercus ssp. y Alnus	Miguel Á. Soto A.;Esteban M. Martínez S.	http://www.tropicos.org/Specimen/1364096	Lepanthes williamsii Salazar & Soto Arenas	MO	MX
urn:catalog:MO:Tropicos:1364100	Q91201	1258584548	1985-10-23	Zona Protectora Chayote, Llevo Bonito	Luis Diego Gómez P.;Gerardo Herrera Ch.;W. Murillo	http://www.tropicos.org/Specimen/1364100	Maxillaria amabilis J.T.Atwood	F	CR
urn:catalog:MO:Tropicos:1364106	Q91208	1258584580	1968-06-22	Open pasture land and forest above stream near Porrosatí on the southern slope of Volcán Barba	William C. Burger;Robert G. Stolze	http://www.tropicos.org/Specimen/1364106	Maxillaria burgeri J.T.Atwood	F	CR
urn:catalog:MO:Tropicos:1364133	Q94492	1258584484	1976-01	Sin localidad, recibida enero 1976	Robert L. Dressler;Eric Hágsater	http://www.tropicos.org/Specimen/1364133	Oncidium exalatum Hágsater	AMO	PA
urn:catalog:MO:Tropicos:1364166	Q105593	1258584636	1940-07-20	Vicinity of Bajo Chorro	R. E. Woodson, Jr.;R.W. Schery	http://www.tropicos.org/Specimen/1364166	Telipogon panamensis Dodson & R.Escobar	MO	PA
urn:catalog:MO:Tropicos:1364205	Q81604	1258584722	1982-04-25	without locality	Eric Hágsater	http://www.tropicos.org/Specimen/1364205	Epidendrum roseoscriptum Hágsater	F	GT
urn:catalog:MO:Tropicos:1364253	Q77554	1258584857	1974-11-16	Vicinity of Continental Divide, third branch of Río Santa María to drop-off to lowlands, 12-15 km NW of Santa Fé	Robert L. Dressler	http://www.tropicos.org/Specimen/1364253	Crossoglossa dressleri Ormerod	MO	PA
urn:catalog:MO:Tropicos:1364286	Q77564	1258584781	1977-01-07	Trocha 3 de noviembre, near continental divide	Robert L. Dressler	http://www.tropicos.org/Specimen/1364286	Crossoglossa oliveirae Ormerod	MO	PA
urn:catalog:MO:Tropicos:1364300	Q73253	1258584874	1979-07-25	Cerro Colorado, on continental divide	Thomas M. Antonio	http://www.tropicos.org/Specimen/1364300	Brachionidium polypodium Luer	MO	PA
urn:catalog:MO:Tropicos:1364490	Q84976	1258585066	1988-09-17	Protected due to name conservation status	Julio C. Betancur B.	http://www.tropicos.org/Specimen/1364490	Guzmania betancurii H.Luther	MO	CO
urn:catalog:MO:Tropicos:1365059	Q97520	1258585592	1845	Guyane	Mélinon	http://www.tropicos.org/Specimen/1365059	Pilea imparifolia Wedd.	P	GF
urn:catalog:MO:Tropicos:1365163	Q97547	1258585771	1926-01-10	Near Tilarán.	Paul C. Standley;Juvenal Valerio R.	http://www.tropicos.org/Specimen/1365163	Pilea tilarana W.C.Burger	US	CR
urn:catalog:MO:Tropicos:1365184	Q97521	1258585693	1942-03-06	Along Río Icvolay, north and NW of Finca Cubilgüitz to Quebrada Diablo	Julian A. Steyermark	http://www.tropicos.org/Specimen/1365184	Pilea killipiana Standl. & Steyerm.	F	GT
urn:catalog:MO:Tropicos:1365204	Q97524	1258585761	1978-04-05	El Copé; on slope and ridge W of sawmill.	Barry E. Hammel	http://www.tropicos.org/Specimen/1365204	Pilea magnicarpa A.K.Monro	MO	PA
urn:catalog:MO:Tropicos:1365221	Q97527	1258585800			J.J. Linden	http://www.tropicos.org/Specimen/1365221	Pilea mexicana Wedd.	P	MX
urn:catalog:MO:Tropicos:1365364	Q97537	1258585948			Peter W. Lund	http://www.tropicos.org/Specimen/1365364	Pilea pubescens Liebm.	C	BR
urn:catalog:MO:Tropicos:1365784	Q97535	1258586393	1968-04-20	Between Quebrada Hondo and divide on Caldera-Chiriquicito [Chiriquí] Trail.	Joseph H. Kirkbride, Jr.;James A. Duke	http://www.tropicos.org/Specimen/1365784	Pilea plumulosa A.K.Monro	MO	PA
urn:catalog:MO:Tropicos:1365787	Q97536	1258586402	1991-06-05	Sierra de Madrigal, Teapa, a 600 m al E del edificio principal del Centro Regional Tropical Puyacatengo de la Universidad Autónoma de Chapingo	A.M. Hanan-Alipi	http://www.tropicos.org/Specimen/1365787	Pilea pteridophylla A.K.Monro	MEXU	MX
urn:catalog:MO:Tropicos:1366306	Q97538	1258587010	1979-07-14	Along the Río Escandaloso near Mina Boquerón Número 2.	Thomas M. Antonio	http://www.tropicos.org/Specimen/1366306	Pilea quadrata A.K.Monro	MO	PA
urn:catalog:MO:Tropicos:1366331	Q97550	1258586943	1979-09-17	Cerro Tute, trail past Agricultural School near Santa Fé. Slopes up to 4000 ft	Thomas M. Antonio	http://www.tropicos.org/Specimen/1366331	Pilea tutensis A.K.Monro	MEXU	PA
urn:catalog:MO:Tropicos:1366357	Q97543	1258587031	1934-08-08	Zunil.	Alexander F. Skutch	http://www.tropicos.org/Specimen/1366357	Pilea skutchii Killip	GH	GT
urn:catalog:MO:Tropicos:1367513	Q73769	1258588278		Mecoya	R.W. Pearce	http://www.tropicos.org/Specimen/1367513	Caiophora boliviana Urb. & Gilg	K	BO
urn:catalog:MO:Tropicos:1367749	Q96435	1258588582	1995-05-15	Reserva Etnica Huaorani. Carretera y oleoducto de Maxus, Km 120. Plataforma del Pozo Ginta. Bosque húmedo Tropical. Bosque primario. Terreno ligeramente plano.	Milton Aulestia	http://www.tropicos.org/Specimen/1367749	Pentaplaris huaoranica Dorr & C.Bayer	MO	EC
urn:catalog:MO:Tropicos:1367887	Q79581	1258588662	1995-03-03	Along road from Sta. Engracia (Tamps.) to Dulces Nombres (N.Leon), Arroyo Oscuro, 2.0 road mi NE of Los Caballos toward Canada El Mimbre, 15.0 road mi W of lowermost crossing of arroyo El Mimbre. Mesic cove forest with Carya, Pinus, Pseudotsuga, Quercus, Carpinus, Liquidambar.	Guy L. Nesom;Mark H. Mayfield;G. Anderson	http://www.tropicos.org/Specimen/1367887	Dirca mexicana G.L.Nesom & Mayfield	K	MX
urn:catalog:MO:Tropicos:1367901	Q85724	1258588753	1980-04-19	San Matias, 5 km SW del Aeropuerto, 170m	Antonio  C. Krapovickas	http://www.tropicos.org/Specimen/1367901	Heteropterys krapovickasii W.R.Anderson	MICH	BO
urn:catalog:MO:Tropicos:1367929	Q108296	1258588638	1989-01-22	1.5 km southeast of Ipetí.	Dennis W. Stevenson;Iván A. Valdespino	http://www.tropicos.org/Specimen/1367929	Zamia ipetiensis D.W.Stev.	U	PA
urn:catalog:MO:Tropicos:1367965	Q108288	1258588865	1989-01-07	Santa Rita	Dennis W. Stevenson;Iván A. Valdespino;Heraclio Herrera	http://www.tropicos.org/Specimen/1367965	Zamia dressleri D.W.Stev.	U	PA
urn:catalog:MO:Tropicos:1367973	Q108285	1258588635	1989-01-18	Cuna Yala (Comarca de San Blas); at km 12.2 on the El Llano-Carti Road. In secondary and disturbed forest.	Dennis W. Stevenson;Iván A. Valdespino;Heraclio Herrera	http://www.tropicos.org/Specimen/1367973	Zamia cunaria Dressler & D.W.Stev.	F	PA
urn:catalog:MO:Tropicos:1368002	Q80197	1258588893	1959-05-07	Along Nueces Bay, ca. 3/4 mi. W of projected end of highway 893. Bluff, ca. 13 m. above bay and ca. 100 m. S of bay. Shrubs show much wind planing. Dark brown sandy silt over gray sandy silt. Zanthoxylum fag.-Zizyphus sp.- ""Tamaulipas"" scrub complex.	Alfred Traverse	http://www.tropicos.org/Specimen/1368002	Dyschoriste linearis var. sanpatriciensis Henrickson	MO	US
urn:catalog:MO:Tropicos:1368004	Q80201	1258588900	1944-06-29	S embradas en medio de las pietras del monte en la vecindad del cerro del Obispado, cerca de Monterrey.	Fred A. Barkley	http://www.tropicos.org/Specimen/1368004	Dyschoriste poliodes var. obispoensis Henrickson	MO	MX
urn:catalog:MO:Tropicos:1368008	Q80200	1258588908	1935-06-13	On mesas north of Monterrey.	Ora M. Clark	http://www.tropicos.org/Specimen/1368008	Dyschoriste poliodes var. glabra Henrickson	MO	MX
urn:catalog:MO:Tropicos:1368025	Q80204	1258588807	1963-06-18	Rocky hill about 12 miles south of Marfa.	Donovan S. Correll;Dieter C. Wasshausen	http://www.tropicos.org/Specimen/1368025	Dyschoriste schiedeana var. cinerascens Henrickson & Hilsenb.	MO	US
urn:catalog:MO:Tropicos:1368266	Q96392	1258589163	1970-01-14	Edge of forested slope above Cerro Punta toward Bajo Grande in Quebrada Bajo Grande.	Robert L. Wilbur;Richard E. Weaver, Jr.;Robin B. Foster;Mireya D. Correa A.	http://www.tropicos.org/Specimen/1368266	Pentacalia wilburii H.Rob.	DUKE	PA
urn:catalog:MO:Tropicos:1368687	Q80465	1258589592	1984-11-05	Región Sur Este del Lago Dabagri, cruzando las filas hacia Telire (Laguna tiestos y fila de los aguacatillos)	Luis Diego Gómez P.;et al.	http://www.tropicos.org/Specimen/1368687	Elaphoglossum heterochroum Mickel	MO	CR
urn:catalog:MO:Tropicos:1368699	Q84662	1258589605	1977-08-14	Border Chiriquí and Bocas del Toro Provinces, Cerro Colorado, road to Bocas del Toro, end of mountain access road, just above face of mine	James P. Folsom;Gordon Small;Robert Robbins	http://www.tropicos.org/Specimen/1368699	Grammitis micula Lellinger	MO	PA
urn:catalog:MO:Tropicos:1368845	Q94399	1258589757	1964-03-24	Ouest(Nord): Forêt d'Orangéa, à l'Est de Diégo-Suarez.	Service Forestier (Capuron)	http://www.tropicos.org/Specimen/1368845	Olax capuronii Z.S.Rogers, Malécot & Sikes	P	MG
urn:catalog:MO:Tropicos:1369322	Q95678	1258590301	1994-08-22	El Palmar, 26 km on road from Vallegrande to Postrer Valle	Mónica Moraes;et al.	http://www.tropicos.org/Specimen/1369322	Parajubaea sunkha M.Moraes	LPB	BO
urn:catalog:MO:Tropicos:1369325	Q105065	1258590313	1994-12-09	30 km on the road from Chulumani to La Asunta	Mónica Moraes	http://www.tropicos.org/Specimen/1369325	Syagrus yungasensis M.Moraes	LPB	BO
urn:catalog:MO:Tropicos:1369799	Q94200	1258590734	1982-06-27	Hills N of El Valle, E slope and ridges leading to Cerro Gaital.	Sandy Knapp	http://www.tropicos.org/Specimen/1369799	Ocotea pausiaca Rohwer	MO	PA
urn:catalog:MO:Tropicos:1370155	Q85443	1258591102	1980-04-19	Alto de Nique, southernmost peak of Pirre Massif, exactly on the Panama/Colombia (Chocó) border.	Alwyn H. Gentry;Enrique Forero;Michael O. Dillon;Enrique  Rentería A.;Laurence E. Skog;Mario Sousa S.;David B. Lellinger	http://www.tropicos.org/Specimen/1370155	Heliconia darienensis L.Andersson	MO	PA
urn:catalog:MO:Tropicos:1371486	Q92054	1258592671	1996-09-11	Cuenca del Sarapiquí. Quebrada González; Guápiles; Sendero Las Palmas.	Víctor H. Ramírez	http://www.tropicos.org/Specimen/1371486	Microchilus pilosus Szlach. & Kolan.	MO	CR
urn:catalog:MO:Tropicos:1371891	Q95447	1258593076	1996-10-27	R.F. Golfo Dulce. Serranias de Golfito. Sendero a San Josecito.	Eida Fletes	http://www.tropicos.org/Specimen/1371891	Palmorchis eidae Dressler	MO	CR
urn:catalog:MO:Tropicos:1372372	Q77929	1258593514	1947-11-24	Itunez, sobre el Rio San Martin	R. Scolnik;R. Luti	http://www.tropicos.org/Specimen/1372372	Cuphea scolnikiae Lourteig	P	BO
urn:catalog:MO:Tropicos:1372454	Q90329	1258593850	1978-06-14	Ca. 17 trail km E of La Peca in Serrania de Bagua. Elfin forest in rocky saddle between two peaks.	Alwyn H. Gentry;Michael O. Dillon;Camilo Díaz S.;Philip J. Barbour	http://www.tropicos.org/Specimen/1372454	Magnolia elfina A.Vázquez	F	PE
urn:catalog:MO:Tropicos:1372541	Q105636	1258593884	1985-02-07	A 7 km al E de Venados, camino a Real del Zopilote. [original coordinates: 22º01'N, 105º01'W]	Oswaldo Téllez V.;Patricia Magaña Rueda	http://www.tropicos.org/Specimen/1372541	Tephrosia sousae O.Téllez	MO	MX
urn:catalog:MO:Tropicos:1372550	Q105629	1258593910	1989-02-04	A 10 km al NE de Francisco I. Madero, camino a Pochotitán. [original coordinates: 21º33'N, 104º48'W]	Oswaldo Téllez V.;Gabriel Flores F.	http://www.tropicos.org/Specimen/1372550	Tephrosia microcarpa O.Téllez	MO	MX
urn:catalog:MO:Tropicos:1372862	Q86694	1258594210	1971-07-16	Remanant tree beside Río Tirimbina, Istarú Farm, Tirimbina	Roy W. Lent	http://www.tropicos.org/Specimen/1372862	Hymenolobium mesoamericanum H.C.Lima	MO	CR
urn:catalog:MO:Tropicos:1372866	Q86612	1258594222	1987-12-13	Mirador Manos que Imploran, Cañon del Sumidero, camino a Chicoasén. Selva baja caducifolia. Suelo calizo-carstico	Esteban M. Martínez S.;Alberto Reyes-García	http://www.tropicos.org/Specimen/1372866	Hybosema robustum M.Sousa & Lavin	MO	MX
urn:catalog:MO:Tropicos:1372873	Q87697	1258594117	1859-01	vicinis Sorata adscensu al Aniloya ad lacum Juriguana et ad culmen Monticulae Chumbriru	G. Mandon	http://www.tropicos.org/Specimen/1372873	Jalcophila boliviensis Anderb. & S.E.Freire	S	BO
urn:catalog:MO:Tropicos:1373226	Q97571	1258594600	1992-02-25	Cordillera de Tilarán. Monteverde Cloud Forest Reserve. Continuation of El Camino into the Peñas Blancas Valley	Frank Almeda;Thomas F. Daniel	http://www.tropicos.org/Specimen/1373226	Pilocosta nubicola Almeda	MO	CR
urn:catalog:MO:Tropicos:1373231	Q105640	1258594526	1983-08-03	A 8 km al S de El Tuito. Municipio El Tuito.	Oswaldo Téllez V.	http://www.tropicos.org/Specimen/1373231	Tephrosia viridiflora O.Téllez	MO	MX
urn:catalog:MO:Tropicos:1373369	Q89975	1258594743	1930-03-04	South slope of Volcán Irazú near Finca Chilcua	Carroll W. Dodge;W. S. Thomas	http://www.tropicos.org/Specimen/1373369	Lupinus costaricensis D.B.Dunn	MO	CR
urn:catalog:MO:Tropicos:1374273	Q88592	1258595809	1980-09-02	En El Ojo de Agua de San Telmo. Carretera Manzanillo-Lázaro Cárdenas.	José C. Soto Núñez;Luis Cortés A.	http://www.tropicos.org/Specimen/1374273	Lennea viridiflora var. novogaliciensis Lavin & M.Sousa	MO	MX
urn:catalog:MO:Tropicos:1375071	Q96967	1258596613	1999-10-06	Lita-San Lorenzo Road, 55.8 Km W of Río Lita.	Thomas B. Croat;et al.	http://www.tropicos.org/Specimen/1375071	Philodendron bonifaziae Croat	MO	EC
urn:catalog:MO:Tropicos:1375134	Q95861	1258596676	1983-04-19	Município de Colider, estrada Santarém-Cuiabá, BR 163, km 762, Serra do Cachimbo a 30 km da cidade de Guarantã.	M.N. Silva;Ieda L. do Amaral;J. Lima;O. P. Monteiro;J. Coêlho	http://www.tropicos.org/Specimen/1375134	Paspalum cachimboense Davidse, Morrone & Zuloaga	MO	BR
urn:catalog:MO:Tropicos:1375150	Q95877	1258596712	1965-11-19	Serra do Rio Preto. Cerrado and lake margin in Minas Gerais, 25 km E of Cabeceiras (ca. 4 km E of Goiás-Minas Gerais border)	Howard S. Irwin;et al.	http://www.tropicos.org/Specimen/1375150	Paspalum goyasense Davidse, Morrone & Zuloaga	MO	BR
urn:catalog:MO:Tropicos:1375163	Q95897	1258596759	1980-02-26	18 km SW of Wanderlândia along Belém-Brasília highway (BR-153).	Timothy C. Plowman;Gerrit Davidse;Nelson A. Rosa;Carlos S. Rosário;M. R. Santos	http://www.tropicos.org/Specimen/1375163	Paspalum plowmanii Morrone & Zuloaga	MO	BR
urn:catalog:MO:Tropicos:1375303	Q104916	1258596904	1974-01-09	Estación de Biología Tropical Los Tuxtlas. Selva alta perennifolia	Mario Sousa S.	http://www.tropicos.org/Specimen/1375303	Styphnolobium parviflorum M.Sousa & Rudd	MO	MX
urn:catalog:MO:Tropicos:1375307	Q104913	1258596914	1984-06-09	7 km al Sur de Molcaxac, en ladera caliza con vegetación de selva baja caducifolia	Francisco González Medrano	http://www.tropicos.org/Specimen/1375307	Styphnolobium burseroides M.Sousa, Rudd & Medrano	MO	MX
urn:catalog:MO:Tropicos:1375488	Q107378	1258597035	1990-04-11	de Coroico 12 km hacia Coripata	Stephan G. Beck	http://www.tropicos.org/Specimen/1375488	Verbesina lapazii Panero	LPB	BO
urn:catalog:MO:Tropicos:1375620	Q96967	1258597166	1999-10-07	Lita-San Lorenzo Road, 2 Km E of Gasolinera San Lorenzo near E edge of town.	Thomas B. Croat;et al.	http://www.tropicos.org/Specimen/1375620	Philodendron bonifaziae Croat	MO	EC
urn:catalog:MO:Tropicos:1375894	Q87263	1258597559	1932-12	Cotagaita	Martín Cárdenas	http://www.tropicos.org/Specimen/1375894	Iochroma cardenasianum Hunz.	US	BO
urn:catalog:MO:Tropicos:1376602	Q96967	1258598299	1999-10-09	Below the town of Lita, near old RR station, along RR tracks leading into tunnel.	Thomas B. Croat;et al.	http://www.tropicos.org/Specimen/1376602	Philodendron bonifaziae Croat	MO	EC
urn:catalog:MO:Tropicos:1377415	Q102719	1258599287	1992-01-29	El Salvador, El Huare, CIMBOC	S. Toledo;N. Joaquín	http://www.tropicos.org/Specimen/1377415	Setaria pflanzii Pensiero	SF	BO
urn:catalog:MO:Tropicos:1377743	Q104766	1258599505	1978-01-20	Near continental divide along lumbering road, 2.2 km beyond sawmill in forest along lumber road above El Copé.	Barry E. Hammel	http://www.tropicos.org/Specimen/1377743	Struthanthus subtilis Kuijt	MO	PA
urn:catalog:MO:Tropicos:1377819	Q86311	1258599762	1995-09-17	Valle del Río Huarinillas hacia Chairo, Juncupi	Stephan G. Beck	http://www.tropicos.org/Specimen/1377819	Hirtella beckii Prance	LPB	BO
urn:catalog:MO:Tropicos:1377959	Q94305	1258600125	1976-09	locality unknown	Kuhn, Jürg A.;Lee Kuhn	http://www.tropicos.org/Specimen/1377959	Odontoglossum dracoceps Dalström	SEL	BO
urn:catalog:MO:Tropicos:1377961	Q100408	1258600162	1989-05-26	50 km al norte de Mataral (en la carretera Santa Cruz-Comarapa) pasando por San Juan del Potrero y bajando a la cuenca del alto Río Ichilo. Bosque primario, bosque pluvial montano; laderas con abundante Prumnopitys y pastizales anthropogenicos. Especimenes preservados en alcohol.	David N. Smith;G. Quintana;Valentín García;et al.	http://www.tropicos.org/Specimen/1377961	Quechualia smithii H.Rob.	LPB	BO
urn:catalog:MO:Tropicos:1378057	Q93506	1258599727	1992-01-30	localidad Ancoraimes, cerro del Clavario	F. Rojas	http://www.tropicos.org/Specimen/1378057	Nassella ancoraimensis F.Rojas	LPB	BO
urn:catalog:MO:Tropicos:1378088	Q93507	1258600080	1987-06-10	Lumber camp above Tunal, 30 km NE of El Tambo School	Timothy J. Killeen	http://www.tropicos.org/Specimen/1378088	Nassella asperifolia F.Rojas	LPB	BO
urn:catalog:MO:Tropicos:1378091	Q93508	1258600127	1990-04-30	Buena Vista	Alemán	http://www.tropicos.org/Specimen/1378091	Nassella chaparensis F.Rojas	LPB	BO
urn:catalog:MO:Tropicos:1378166	Q83237	1258599936	1984-12-04	Dpto. Río Negro. Neblina Base Camp. Ri|o Mawarinuma. Terra firme forest.	Brian M. Boom;Anna L. Weitzman	http://www.tropicos.org/Specimen/1378166	Ferdinandusa boomii Steyerm.	MO	VE
urn:catalog:MO:Tropicos:1378209	Q87728	1258600159	1993-03-14	26 mi N of San Vicente and 9 mi S of Atocha	Paul M. Peterson;Carol R. Annable;Simon Lægaard;F. Rojas-Ponce	http://www.tropicos.org/Specimen/1378209	Jarava mattheii F.Rojas	LPB	BO
urn:catalog:MO:Tropicos:1378423	Q101329	1258600014		La Siberia, 35 km de Comarapa hacia Cochabamba	Aichinger;Horn	http://www.tropicos.org/Specimen/1378423	Rusbyella aurantiaca G.Gerlach & T.Franke	LPB	BO
urn:catalog:MO:Tropicos:1378459	Q75923	1258600427	1988-01-14	Sehuencas	R. Vásquez;Carl A. Luer;Jane Luer	http://www.tropicos.org/Specimen/1378459	Chondrorhyncha luerorum R.Vásquez & Dodson	LPB	BO
urn:catalog:MO:Tropicos:1378467	Q88073	1258600256		El Tunal, al NE de Comarapa, epífita en bosque de galeria montano húmedo	R. Vásquez	http://www.tropicos.org/Specimen/1378467	Kefersteinia ricii R.Vásquez & Dodson	LPB	BO
urn:catalog:MO:Tropicos:1378483	Q93104	1258600422	1991-05-19	Rio Madrejones	R. Vásquez;L.R. Moreno;Darwin Ric;et al.	http://www.tropicos.org/Specimen/1378483	Mormodes morenoi R.Vásquez & Dodson	LPB	BO
urn:catalog:MO:Tropicos:1378493	Q74039	1258600492	1971-08-11	La Eneida, Region of Cerro Jefe	Helen Kennedy;Robert L. Dressler;Hans J. Wiehler	http://www.tropicos.org/Specimen/1378493	Calathea dressleri H.Kenn.	MO	PA
urn:catalog:MO:Tropicos:1378518	Q74108	1258600312	1971-11-01	Río Guanche, mature forest about 1.5 miles upstream from bridge	Helen Kennedy	http://www.tropicos.org/Specimen/1378518	Calathea venusta H.Kenn.	MO	PA
urn:catalog:MO:Tropicos:1378570	Q101783	1258600388	1988-06-23	Bermejo, Samaipata	R. Vásquez;G. Coimbra S.	http://www.tropicos.org/Specimen/1378570	Scelochiloides coimbrae Dodson & R.Vásquez	LPB	BO
urn:catalog:MO:Tropicos:1378613	Q77186	1258600520	1941-02-13	Old Bank Island, vicinity of Chiriquí Lagoon.	H. von Wedel	http://www.tropicos.org/Specimen/1378613	Costus woodsonii Maas	MO	PA
